time	voltage	cai	inat
0.000000	-65.000000	0.000001	-0.000002
0.025000	-66.542730	0.000010	-0.000002
0.050000	-67.618335	0.000010	-0.000001
0.075000	-68.390773	0.000009	-0.000001
0.100000	-68.946822	0.000008	-0.000000
0.125000	-69.347434	0.000007	-0.000000
0.150000	-69.636215	0.000006	-0.000000
0.175000	-69.844597	0.000006	-0.000000
0.200000	-69.995176	0.000006	-0.000000
0.225000	-70.104155	0.000005	-0.000000
0.250000	-70.183146	0.000005	-0.000000
0.275000	-70.240492	0.000005	-0.000000
0.300000	-70.282189	0.000005	-0.000000
0.325000	-70.312551	0.000005	-0.000000
0.350000	-70.334692	0.000005	-0.000000
0.375000	-70.350857	0.000005	-0.000000
0.400000	-70.362675	0.000005	-0.000000
0.425000	-70.371323	0.000005	-0.000000
0.450000	-70.377662	0.000005	-0.000000
0.475000	-70.382314	0.000005	-0.000000
0.500000	-70.385737	0.000005	-0.000000
0.525000	-70.388265	0.000005	-0.000000
0.550000	-70.390141	0.000005	-0.000000
0.575000	-70.391545	0.000005	-0.000000
0.600000	-70.392609	0.000005	-0.000000
0.625000	-70.393430	0.000005	-0.000000
0.650000	-70.394079	0.000005	-0.000000
0.675000	-70.394607	0.000005	-0.000000
0.700000	-70.395053	0.000005	-0.000000
0.725000	-70.395445	0.000005	-0.000000
0.750000	-70.395802	0.000005	-0.000000
0.775000	-70.396138	0.000005	-0.000000
0.800000	-70.396463	0.000005	-0.000000
0.825000	-70.396784	0.000005	-0.000000
0.850000	-70.397105	0.000005	-0.000000
0.875000	-70.397428	0.000005	-0.000000
0.900000	-70.397756	0.000005	-0.000000
0.925000	-70.398087	0.000005	-0.000000
0.950000	-70.398424	0.000005	-0.000000
0.975000	-70.398763	0.000005	-0.000000
1.000000	-70.399106	0.000005	-0.000000
1.025000	-70.399450	0.000005	-0.000000
1.050000	-70.399795	0.000005	-0.000000
1.075000	-70.400140	0.000005	-0.000000
1.100000	-70.400483	0.000005	-0.000000
1.125000	-70.400823	0.000005	-0.000000
1.150000	-70.401159	0.000005	-0.000000
1.175000	-70.401491	0.000005	-0.000000
1.200000	-70.401817	0.000005	-0.000000
1.225000	-70.402137	0.000005	-0.000000
1.250000	-70.402450	0.000005	-0.000000
1.275000	-70.402755	0.000005	-0.000000
1.300000	-70.403052	0.000005	-0.000000
1.325000	-70.403341	0.000005	-0.000000
1.350000	-70.403621	0.000005	-0.000000
1.375000	-70.403892	0.000005	-0.000000
1.400000	-70.404154	0.000005	-0.000000
1.425000	-70.404407	0.000005	-0.000000
1.450000	-70.404650	0.000005	-0.000000
1.475000	-70.404884	0.000005	-0.000000
1.500000	-70.405108	0.000005	-0.000000
1.525000	-70.405324	0.000005	-0.000000
1.550000	-70.405530	0.000005	-0.000000
1.575000	-70.405727	0.000005	-0.000000
1.600000	-70.405916	0.000005	-0.000000
1.625000	-70.406095	0.000005	-0.000000
1.650000	-70.406267	0.000005	-0.000000
1.675000	-70.406430	0.000005	-0.000000
1.700000	-70.406585	0.000005	-0.000000
1.725000	-70.406733	0.000005	-0.000000
1.750000	-70.406872	0.000005	-0.000000
1.775000	-70.407005	0.000005	-0.000000
1.800000	-70.407131	0.000005	-0.000000
1.825000	-70.407250	0.000005	-0.000000
1.850000	-70.407362	0.000005	-0.000000
1.875000	-70.407468	0.000005	-0.000000
1.900000	-70.407568	0.000005	-0.000000
1.925000	-70.407663	0.000005	-0.000000
1.950000	-70.407752	0.000005	-0.000000
1.975000	-70.407835	0.000005	-0.000000
2.000000	-70.407914	0.000005	-0.000000
2.025000	-70.407988	0.000005	-0.000000
2.050000	-70.408057	0.000005	-0.000000
2.075000	-70.408122	0.000005	-0.000000
2.100000	-70.408182	0.000005	-0.000000
2.125000	-70.408239	0.000005	-0.000000
2.150000	-70.408292	0.000005	-0.000000
2.175000	-70.408341	0.000005	-0.000000
2.200000	-70.408387	0.000005	-0.000000
2.225000	-70.408429	0.000005	-0.000000
2.250000	-70.408469	0.000005	-0.000000
2.275000	-70.408469	0.000005	-0.000000
2.300000	-70.408470	0.000005	-0.000000
2.325000	-70.408470	0.000005	-0.000000
2.350000	-70.408470	0.000005	-0.000000
2.375000	-70.408471	0.000005	-0.000000
2.400000	-70.408471	0.000005	-0.000000
2.425000	-70.408471	0.000005	-0.000000
2.450000	-70.408472	0.000005	-0.000000
2.475000	-70.408472	0.000005	-0.000000
2.500000	-70.408472	0.000005	-0.000000
2.525000	-70.408473	0.000005	-0.000000
2.550000	-70.408473	0.000005	-0.000000
2.575000	-70.408473	0.000005	-0.000000
2.600000	-70.408473	0.000005	-0.000000
2.625000	-70.408474	0.000005	-0.000000
2.650000	-70.408474	0.000005	-0.000000
2.675000	-70.408474	0.000005	-0.000000
2.700000	-70.408474	0.000005	-0.000000
2.725000	-70.408474	0.000005	-0.000000
2.750000	-70.408475	0.000005	-0.000000
2.775000	-70.408475	0.000005	-0.000000
2.800000	-70.408475	0.000005	-0.000000
2.825000	-70.408475	0.000005	-0.000000
2.850000	-70.408475	0.000005	-0.000000
2.875000	-70.408476	0.000005	-0.000000
2.900000	-70.408476	0.000005	-0.000000
2.925000	-70.408476	0.000005	-0.000000
2.950000	-70.408476	0.000005	-0.000000
2.975000	-70.408476	0.000005	-0.000000
3.000000	-70.408476	0.000005	-0.000000
3.025000	-70.408477	0.000005	-0.000000
3.050000	-70.408477	0.000005	-0.000000
3.075000	-70.408477	0.000005	-0.000000
3.100000	-70.408477	0.000005	-0.000000
3.125000	-70.408477	0.000005	-0.000000
3.150000	-70.408477	0.000005	-0.000000
3.175000	-70.408478	0.000005	-0.000000
3.200000	-70.408478	0.000005	-0.000000
3.225000	-70.408478	0.000005	-0.000000
3.250000	-70.408478	0.000005	-0.000000
3.275000	-70.408478	0.000005	-0.000000
3.300000	-70.408478	0.000005	-0.000000
3.325000	-70.408479	0.000005	-0.000000
3.350000	-70.408479	0.000005	-0.000000
3.375000	-70.408479	0.000005	-0.000000
3.400000	-70.408479	0.000005	-0.000000
3.425000	-70.408479	0.000005	-0.000000
3.450000	-70.408479	0.000005	-0.000000
3.475000	-70.408479	0.000005	-0.000000
3.500000	-70.408480	0.000005	-0.000000
3.525000	-70.408480	0.000005	-0.000000
3.550000	-70.408480	0.000005	-0.000000
3.575000	-70.408480	0.000005	-0.000000
3.600000	-70.408480	0.000005	-0.000000
3.625000	-70.408480	0.000005	-0.000000
3.650000	-70.408480	0.000005	-0.000000
3.675000	-70.408481	0.000005	-0.000000
3.700000	-70.408481	0.000005	-0.000000
