11.100000	500
11.100000	501
12.750000	3
12.750000	4
12.750000	5
12.750000	14
12.750000	15
12.750000	18
12.750000	25
12.750000	28
12.750000	33
12.750000	35
12.750000	42
12.750000	47
12.750000	48
12.750000	49
12.750000	55
12.750000	67
12.750000	72
12.750000	74
12.750000	86
12.750000	87
12.750000	95
12.775000	0
12.775000	1
12.775000	2
12.775000	6
12.775000	7
12.775000	8
12.775000	9
12.775000	10
12.775000	11
12.775000	12
12.775000	13
12.775000	16
12.775000	17
12.775000	19
12.775000	20
12.775000	21
12.775000	22
12.775000	23
12.775000	24
12.775000	26
12.775000	27
12.775000	29
12.775000	30
12.775000	31
12.775000	32
12.775000	34
12.775000	36
12.775000	37
12.775000	38
12.775000	39
12.775000	40
12.775000	41
12.775000	43
12.775000	44
12.775000	45
12.775000	46
12.775000	50
12.775000	51
12.775000	52
12.775000	53
12.775000	54
12.775000	56
12.775000	59
12.775000	63
12.775000	64
12.775000	66
12.775000	78
12.775000	81
12.775000	82
12.775000	84
12.775000	90
12.775000	91
12.775000	99
12.775000	100
12.825000	57
12.825000	58
12.825000	60
12.825000	61
12.825000	62
12.825000	65
12.825000	68
12.825000	69
12.825000	70
12.825000	71
12.825000	73
12.825000	75
12.825000	76
12.825000	77
12.825000	79
12.825000	80
12.825000	83
12.825000	85
12.825000	88
12.825000	89
12.825000	92
12.825000	93
12.825000	94
12.825000	96
12.825000	97
12.825000	98
14.150000	505
14.325000	500
14.325000	501
14.625000	502
15.325000	521
15.350000	523
15.400000	522
15.425000	526
15.500000	525
16.725000	492
16.875000	101
17.450000	113
17.975000	114
18.075000	495
18.150000	103
18.475000	109
18.650000	47
18.925000	28
19.025000	105
19.250000	50
19.350000	64
19.550000	46
19.600000	493
19.675000	33
19.675000	39
19.825000	43
19.825000	45
19.850000	41
19.875000	48
19.900000	499
20.100000	62
20.100000	110
20.100000	123
20.125000	71
20.125000	104
20.150000	32
20.175000	44
20.225000	10
20.250000	37
20.275000	35
20.300000	42
20.300000	59
20.425000	13
20.450000	94
20.450000	488
20.450000	494
20.475000	54
20.475000	482
20.475000	483
20.525000	23
20.575000	38
20.625000	16
20.625000	52
20.700000	72
20.700000	106
20.700000	501
20.725000	36
20.750000	49
20.750000	87
20.775000	20
20.875000	75
20.875000	500
20.925000	25
20.950000	66
21.000000	58
21.025000	24
21.025000	27
21.050000	26
21.075000	21
21.100000	19
21.100000	40
21.100000	69
21.125000	115
21.175000	61
21.175000	96
21.250000	77
21.275000	57
21.275000	92
21.325000	76
21.350000	88
21.375000	15
21.375000	65
21.375000	74
21.375000	83
21.400000	5
21.450000	121
21.500000	60
21.525000	84
21.525000	91
21.650000	100
21.725000	51
21.750000	18
21.900000	56
21.900000	98
21.950000	9
21.950000	31
21.975000	55
21.975000	505
22.025000	79
22.025000	498
22.075000	3
22.075000	80
22.075000	82
22.175000	11
22.175000	63
22.175000	90
22.175000	120
22.200000	8
22.250000	4
22.350000	133
22.425000	67
22.575000	470
22.600000	30
22.700000	2
22.775000	99
22.800000	85
22.850000	29
22.850000	95
22.900000	97
22.900000	464
22.950000	487
22.975000	478
23.050000	81
23.075000	34
23.075000	466
23.100000	86
23.200000	502
23.250000	12
23.325000	116
23.400000	484
23.400000	497
23.450000	504
23.500000	78
23.550000	68
23.700000	469
23.700000	526
23.800000	17
23.800000	521
23.850000	22
23.875000	1
23.925000	0
23.925000	476
23.975000	14
24.050000	523
24.100000	522
24.150000	108
24.175000	501
24.250000	119
24.300000	7
24.325000	70
24.325000	93
24.425000	525
24.575000	500
24.600000	73
24.725000	101
24.850000	486
24.925000	47
24.925000	89
24.950000	492
25.050000	107
25.125000	28
25.175000	491
25.275000	137
25.300000	122
25.400000	6
25.400000	139
25.650000	495
25.700000	111
25.700000	467
25.750000	53
25.750000	125
25.750000	472
25.775000	458
25.900000	474
25.975000	50
26.100000	524
26.125000	64
26.125000	128
26.250000	46
26.275000	113
26.350000	468
26.375000	33
26.425000	480
26.450000	114
26.475000	460
26.650000	475
26.700000	124
26.900000	39
26.975000	45
26.975000	103
27.050000	43
27.100000	48
27.150000	109
27.300000	473
27.325000	140
27.350000	41
27.400000	465
27.475000	62
27.550000	496
27.575000	505
27.650000	10
27.700000	32
27.700000	59
27.800000	44
27.850000	37
27.875000	94
27.950000	71
27.975000	35
27.975000	489
27.975000	490
28.075000	123
28.200000	138
28.250000	105
28.350000	471
28.400000	13
28.400000	42
28.400000	129
28.500000	23
28.575000	54
28.625000	21
28.650000	87
28.675000	457
28.750000	117
28.750000	500
28.750000	501
28.925000	38
28.925000	481
28.950000	479
29.000000	72
29.050000	16
29.050000	52
29.200000	449
29.325000	504
29.400000	75
29.400000	131
29.400000	149
29.425000	20
29.475000	104
29.525000	26
29.525000	40
29.525000	96
29.525000	461
29.550000	5
29.625000	76
29.625000	455
29.650000	83
29.675000	49
29.675000	66
29.700000	25
29.700000	141
29.725000	102
29.825000	19
29.825000	144
29.925000	58
29.950000	36
29.975000	77
30.100000	88
30.150000	27
30.150000	483
30.175000	69
30.175000	498
30.225000	15
30.375000	4
30.375000	488
30.400000	91
30.425000	9
