time	voltage	cai	inat
0.000000	-65.000000	0.000000	-0.000002
0.025000	-66.538962	0.000009	-0.000002
0.050000	-67.613936	0.000009	-0.000001
0.075000	-68.385876	0.000008	-0.000001
0.100000	-68.941649	0.000006	-0.000000
0.125000	-69.342126	0.000005	-0.000000
0.150000	-69.630860	0.000005	-0.000000
0.175000	-69.839244	0.000004	-0.000000
0.200000	-69.989847	0.000004	-0.000000
0.225000	-70.098861	0.000004	-0.000000
0.250000	-70.177890	0.000004	-0.000000
0.275000	-70.235273	0.000004	-0.000000
0.300000	-70.277002	0.000003	-0.000000
0.325000	-70.307395	0.000003	-0.000000
0.350000	-70.329560	0.000003	-0.000000
0.375000	-70.345747	0.000003	-0.000000
0.400000	-70.357581	0.000003	-0.000000
0.425000	-70.366245	0.000003	-0.000000
0.450000	-70.372595	0.000003	-0.000000
0.475000	-70.377258	0.000003	-0.000000
0.500000	-70.380689	0.000003	-0.000000
0.525000	-70.383223	0.000003	-0.000000
0.550000	-70.385105	0.000003	-0.000000
0.575000	-70.386514	0.000003	-0.000000
0.600000	-70.387582	0.000003	-0.000000
0.625000	-70.388406	0.000003	-0.000000
0.650000	-70.389058	0.000003	-0.000000
0.675000	-70.389589	0.000003	-0.000000
0.700000	-70.390037	0.000003	-0.000000
0.725000	-70.390430	0.000003	-0.000000
0.750000	-70.390789	0.000003	-0.000000
0.775000	-70.391126	0.000003	-0.000000
0.800000	-70.391453	0.000003	-0.000000
0.825000	-70.391774	0.000003	-0.000000
0.850000	-70.392096	0.000003	-0.000000
0.875000	-70.392420	0.000003	-0.000000
0.900000	-70.392748	0.000003	-0.000000
0.925000	-70.393081	0.000003	-0.000000
0.950000	-70.393418	0.000003	-0.000000
0.975000	-70.393758	0.000003	-0.000000
1.000000	-70.394101	0.000003	-0.000000
1.025000	-70.394446	0.000003	-0.000000
1.050000	-70.394791	0.000003	-0.000000
1.075000	-70.395136	0.000003	-0.000000
1.100000	-70.395479	0.000003	-0.000000
1.125000	-70.395820	0.000003	-0.000000
1.150000	-70.396156	0.000003	-0.000000
1.175000	-70.396488	0.000003	-0.000000
1.200000	-70.396815	0.000003	-0.000000
1.225000	-70.397135	0.000003	-0.000000
1.250000	-70.397448	0.000003	-0.000000
1.275000	-70.397753	0.000003	-0.000000
1.300000	-70.398051	0.000003	-0.000000
1.325000	-70.398340	0.000003	-0.000000
1.350000	-70.398620	0.000003	-0.000000
1.375000	-70.398891	0.000003	-0.000000
1.400000	-70.399153	0.000003	-0.000000
1.425000	-70.399406	0.000003	-0.000000
1.450000	-70.399649	0.000003	-0.000000
1.475000	-70.399883	0.000003	-0.000000
1.500000	-70.400108	0.000003	-0.000000
1.525000	-70.400324	0.000003	-0.000000
1.550000	-70.400530	0.000003	-0.000000
1.575000	-70.400727	0.000003	-0.000000
1.600000	-70.400916	0.000003	-0.000000
1.625000	-70.401096	0.000003	-0.000000
1.650000	-70.401267	0.000003	-0.000000
1.675000	-70.401431	0.000003	-0.000000
1.700000	-70.401586	0.000003	-0.000000
1.725000	-70.401733	0.000003	-0.000000
1.750000	-70.401873	0.000003	-0.000000
1.775000	-70.402006	0.000003	-0.000000
1.800000	-70.402132	0.000003	-0.000000
1.825000	-70.402251	0.000003	-0.000000
1.850000	-70.402363	0.000003	-0.000000
1.875000	-70.402470	0.000003	-0.000000
1.900000	-70.402570	0.000003	-0.000000
1.925000	-70.402665	0.000003	-0.000000
1.950000	-70.402754	0.000003	-0.000000
1.975000	-70.402837	0.000003	-0.000000
2.000000	-70.402916	0.000003	-0.000000
2.025000	-70.402990	0.000003	-0.000000
2.050000	-70.403059	0.000003	-0.000000
2.075000	-70.403124	0.000003	-0.000000
2.100000	-70.403185	0.000003	-0.000000
2.125000	-70.403241	0.000003	-0.000000
2.150000	-70.403294	0.000003	-0.000000
2.175000	-70.403344	0.000003	-0.000000
2.200000	-70.403390	0.000003	-0.000000
2.225000	-70.403432	0.000003	-0.000000
2.250000	-70.403472	0.000003	-0.000000
2.275000	-70.403472	0.000003	-0.000000
2.300000	-70.403473	0.000003	-0.000000
2.325000	-70.403473	0.000003	-0.000000
2.350000	-70.403474	0.000003	-0.000000
2.375000	-70.403474	0.000003	-0.000000
2.400000	-70.403474	0.000003	-0.000000
2.425000	-70.403475	0.000003	-0.000000
2.450000	-70.403475	0.000003	-0.000000
2.475000	-70.403475	0.000003	-0.000000
2.500000	-70.403475	0.000003	-0.000000
2.525000	-70.403476	0.000003	-0.000000
2.550000	-70.403476	0.000003	-0.000000
2.575000	-70.403476	0.000003	-0.000000
2.600000	-70.403476	0.000003	-0.000000
2.625000	-70.403477	0.000003	-0.000000
2.650000	-70.403477	0.000003	-0.000000
2.675000	-70.403477	0.000003	-0.000000
2.700000	-70.403477	0.000003	-0.000000
2.725000	-70.403478	0.000003	-0.000000
2.750000	-70.403478	0.000003	-0.000000
2.775000	-70.403478	0.000003	-0.000000
2.800000	-70.403478	0.000003	-0.000000
2.825000	-70.403478	0.000003	-0.000000
2.850000	-70.403478	0.000003	-0.000000
2.875000	-70.403479	0.000003	-0.000000
2.900000	-70.403479	0.000003	-0.000000
2.925000	-70.403479	0.000003	-0.000000
2.950000	-70.403479	0.000003	-0.000000
2.975000	-70.403479	0.000003	-0.000000
3.000000	-70.403480	0.000003	-0.000000
3.025000	-70.403480	0.000003	-0.000000
3.050000	-70.403480	0.000003	-0.000000
3.075000	-70.403480	0.000003	-0.000000
3.100000	-70.403480	0.000003	-0.000000
3.125000	-70.403480	0.000003	-0.000000
3.150000	-70.403481	0.000003	-0.000000
3.175000	-70.403481	0.000003	-0.000000
3.200000	-70.403481	0.000003	-0.000000
3.225000	-70.403481	0.000003	-0.000000
3.250000	-70.403481	0.000003	-0.000000
3.275000	-70.403481	0.000003	-0.000000
3.300000	-70.403481	0.000003	-0.000000
3.325000	-70.403482	0.000003	-0.000000
3.350000	-70.403482	0.000003	-0.000000
3.375000	-70.403482	0.000003	-0.000000
3.400000	-70.403482	0.000003	-0.000000
3.425000	-70.403482	0.000003	-0.000000
3.450000	-70.403482	0.000003	-0.000000
3.475000	-70.403483	0.000003	-0.000000
3.500000	-70.403483	0.000003	-0.000000
