13.125000	500
13.125000	501
13.825000	0
13.825000	1
13.825000	2
13.825000	3
13.825000	4
13.825000	5
13.825000	6
13.825000	7
13.825000	8
13.825000	9
13.825000	10
13.825000	11
13.825000	12
13.825000	13
13.825000	14
13.825000	15
13.825000	16
13.825000	17
13.825000	18
13.825000	19
13.825000	20
13.825000	21
13.825000	22
13.825000	23
13.825000	24
13.825000	25
13.825000	26
13.825000	27
13.825000	28
13.825000	29
13.825000	30
13.825000	31
13.825000	32
13.825000	33
13.825000	34
13.825000	35
13.825000	36
13.825000	37
13.825000	38
13.825000	39
13.825000	40
13.825000	41
13.825000	42
13.825000	43
13.825000	44
13.825000	45
13.825000	46
13.825000	47
13.825000	48
13.825000	49
13.825000	50
13.825000	51
13.825000	52
13.825000	53
13.825000	54
13.825000	55
13.825000	56
13.825000	57
13.825000	58
13.825000	59
13.825000	60
13.825000	61
13.825000	62
13.825000	63
13.825000	64
13.825000	65
13.825000	66
13.825000	67
13.825000	68
13.825000	69
13.825000	70
13.825000	71
13.825000	72
13.825000	73
13.825000	74
13.825000	75
13.825000	76
13.825000	77
13.825000	78
13.825000	79
13.825000	80
13.825000	81
13.825000	82
13.825000	83
13.825000	84
13.825000	85
13.825000	86
13.825000	87
13.825000	88
13.825000	89
13.825000	90
13.825000	91
13.825000	92
13.825000	93
13.825000	94
13.825000	95
13.825000	96
13.825000	97
13.825000	98
13.825000	99
13.825000	100
15.325000	505
16.400000	500
16.400000	501
16.425000	502
16.675000	521
16.725000	523
16.825000	522
16.850000	526
17.025000	525
18.900000	492
19.300000	101
20.525000	113
21.975000	114
22.700000	495
23.050000	47
23.100000	109
23.225000	103
27.825000	76
27.950000	501
28.025000	54
28.075000	508
30.575000	18
31.700000	98
31.775000	506
32.575000	87
34.750000	500
38.025000	133
68.800000	507
