13.300000	500
14.000000	0
14.000000	1
14.000000	2
14.000000	3
14.000000	4
14.000000	5
14.000000	6
14.000000	7
14.000000	8
14.000000	9
14.000000	10
14.000000	11
14.000000	12
14.000000	13
14.000000	14
14.000000	15
14.000000	16
14.000000	17
14.000000	18
14.000000	19
14.000000	20
14.000000	21
14.000000	22
14.000000	23
14.000000	24
14.000000	25
14.000000	26
14.000000	27
14.000000	28
14.000000	29
14.000000	30
14.000000	31
14.000000	32
14.000000	33
14.000000	34
14.000000	35
14.000000	36
14.000000	37
14.000000	38
14.000000	39
14.000000	40
14.000000	41
14.000000	42
14.000000	43
14.000000	44
14.000000	45
14.000000	46
14.000000	47
14.000000	48
14.000000	49
14.000000	50
14.000000	51
14.000000	52
14.000000	53
14.000000	54
14.000000	55
14.000000	56
14.000000	57
14.000000	58
14.000000	59
14.000000	60
14.000000	61
14.000000	62
14.000000	63
14.000000	64
14.000000	65
14.000000	66
14.000000	67
14.000000	68
14.000000	69
14.000000	70
14.000000	71
14.000000	72
14.000000	73
14.000000	74
14.000000	75
14.000000	76
14.000000	77
14.000000	78
14.000000	79
14.000000	80
14.000000	81
14.000000	82
14.000000	83
14.000000	84
14.000000	85
14.000000	86
14.000000	87
14.000000	88
14.000000	89
14.000000	90
14.000000	91
14.000000	92
14.000000	93
14.000000	94
14.000000	95
14.000000	96
14.000000	97
14.000000	98
14.000000	99
15.400000	501
15.400000	505
16.400000	502
17.000000	521
17.000000	523
17.200000	522
17.200000	526
17.300000	525
19.200000	101
19.200000	492
20.200000	508
20.400000	100
21.500000	113
21.500000	114
21.500000	495
22.900000	47
23.300000	103
23.500000	109
23.600000	105
23.700000	500
24.600000	28
25.500000	64
25.600000	59
25.800000	46
26.500000	20
27.000000	57
27.100000	76
27.200000	54
27.900000	18
28.000000	94
28.000000	501
28.400000	61
28.800000	115
29.000000	104
29.100000	23
29.100000	98
29.200000	88
29.200000	506
29.700000	56
29.900000	40
29.900000	133
30.100000	87
30.100000	106
30.200000	83
30.300000	3
30.500000	500
30.700000	505
31.200000	25
31.300000	85
31.400000	35
31.400000	66
31.700000	498
31.800000	502
32.000000	91
32.100000	62
33.100000	67
33.300000	84
33.800000	80
33.800000	507
34.000000	48
34.000000	478
34.000000	501
34.200000	119
34.400000	69
34.600000	123
34.700000	75
34.900000	39
35.100000	55
35.100000	96
35.400000	101
35.900000	27
36.000000	81
36.600000	79
36.600000	494
37.200000	95
37.200000	500
37.500000	65
37.600000	50
37.800000	139
38.100000	121
38.300000	38
38.600000	49
38.700000	59
38.800000	505
39.100000	70
39.100000	92
39.100000	483
39.300000	122
39.400000	108
39.400000	464
39.700000	74
39.800000	33
40.200000	137
40.400000	21
40.800000	110
40.900000	9
41.000000	63
41.300000	90
41.900000	501
42.400000	125
42.800000	500
42.900000	107
43.100000	7
43.100000	36
43.400000	82
43.500000	64
43.600000	77
43.800000	94
43.800000	100
44.200000	42
44.700000	116
44.800000	28
44.900000	115
45.000000	43
45.100000	111
46.100000	120
46.300000	97
46.300000	114
46.500000	71
46.700000	129
46.800000	109
47.000000	5
47.100000	68
47.800000	78
47.800000	502
47.800000	505
48.000000	87
48.100000	45
48.200000	128
48.400000	103
48.800000	35
48.800000	99
48.900000	500
48.900000	501
49.300000	113
49.700000	106
50.000000	62
50.300000	57
50.300000	76
50.700000	88
51.400000	124
51.600000	83
51.600000	105
51.800000	86
52.100000	123
52.300000	91
52.500000	44
52.600000	72
52.600000	131
52.800000	52
52.800000	75
53.800000	144
53.900000	132
54.200000	67
55.100000	117
55.200000	61
55.200000	85
55.200000	96
55.200000	501
55.300000	133
55.600000	500
55.600000	521
55.700000	126
55.800000	98
55.900000	104
56.000000	95
56.100000	41
56.500000	119
56.600000	502
56.800000	81
57.900000	13
58.300000	48
58.400000	138
59.400000	165
60.100000	523
60.800000	77
60.800000	148
60.900000	101
61.000000	160
61.400000	122
62.000000	73
62.000000	89
62.500000	121
63.300000	108
63.600000	141
63.600000	501
63.800000	69
64.300000	137
64.700000	142
64.800000	33
65.100000	505
65.300000	127
65.700000	500
66.000000	139
66.100000	112
66.400000	120
66.800000	118
67.100000	135
68.600000	149
68.700000	116
68.800000	502
69.900000	107
69.900000	115
70.100000	159
70.300000	164
70.400000	79
70.500000	158
70.800000	130
72.900000	150
73.300000	524
73.400000	500
73.800000	102
73.900000	128
74.000000	125
75.700000	123
75.800000	151
76.200000	152
76.400000	501
78.800000	162
79.100000	100
79.100000	132
79.800000	508
80.200000	502
81.300000	167
82.200000	134
83.800000	140
84.800000	144
88.000000	131
92.700000	509
96.200000	510
105.300000	511
