Precell 	pstcell 	 Synapse 
GranuleCell[225]	BasketCell[1]	Exp2Syn[4517]
GranuleCell[225]	MossyCell[6]	Exp2Syn[4679]
GranuleCell[225]	HIPPCell[3]	Exp2Syn[4852]
GranuleCell[225]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[225]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[225]	GranuleCell[215]	Exp2Syn[1942]
GranuleCell[225]	GranuleCell[271]	Exp2Syn[2447]
GranuleCell[225]	GranuleCell[193]	Exp2Syn[1744]
GranuleCell[225]	GranuleCell[192]	Exp2Syn[1735]
GranuleCell[225]	GranuleCell[213]	Exp2Syn[1924]
GranuleCell[225]	GranuleCell[246]	Exp2Syn[2222]
GranuleCell[225]	GranuleCell[227]	Exp2Syn[2051]
GranuleCell[225]	GranuleCell[203]	Exp2Syn[1834]
GranuleCell[225]	GranuleCell[179]	Exp2Syn[1618]
GranuleCell[225]	GranuleCell[260]	Exp2Syn[2348]
GranuleCell[226]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[226]	MossyCell[8]	Exp2Syn[4715]
GranuleCell[226]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[226]	HIPPCell[3]	Exp2Syn[4852]
GranuleCell[226]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[226]	GranuleCell[213]	Exp2Syn[1924]
GranuleCell[226]	GranuleCell[224]	Exp2Syn[2023]
GranuleCell[226]	GranuleCell[207]	Exp2Syn[1870]
GranuleCell[226]	GranuleCell[235]	Exp2Syn[2123]
GranuleCell[226]	GranuleCell[217]	Exp2Syn[1960]
GranuleCell[226]	GranuleCell[234]	Exp2Syn[2114]
GranuleCell[226]	GranuleCell[247]	Exp2Syn[2231]
GranuleCell[226]	GranuleCell[204]	Exp2Syn[1843]
GranuleCell[226]	GranuleCell[274]	Exp2Syn[2474]
GranuleCell[226]	GranuleCell[195]	Exp2Syn[1762]
GranuleCell[227]	BasketCell[1]	Exp2Syn[4514]
GranuleCell[227]	MossyCell[8]	Exp2Syn[4713]
GranuleCell[227]	HIPPCell[1]	Exp2Syn[4837]
GranuleCell[227]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[227]	HIPPCell[3]	Exp2Syn[4852]
GranuleCell[227]	GranuleCell[229]	Exp2Syn[2069]
GranuleCell[227]	GranuleCell[206]	Exp2Syn[1861]
GranuleCell[227]	GranuleCell[207]	Exp2Syn[1870]
GranuleCell[227]	GranuleCell[266]	Exp2Syn[2402]
GranuleCell[227]	GranuleCell[201]	Exp2Syn[1816]
GranuleCell[227]	GranuleCell[180]	Exp2Syn[1627]
GranuleCell[227]	GranuleCell[208]	Exp2Syn[1879]
GranuleCell[227]	GranuleCell[235]	Exp2Syn[2123]
GranuleCell[227]	GranuleCell[177]	Exp2Syn[1600]
GranuleCell[227]	GranuleCell[186]	Exp2Syn[1681]
GranuleCell[228]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[228]	MossyCell[7]	Exp2Syn[4697]
GranuleCell[228]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[228]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[228]	HIPPCell[3]	Exp2Syn[4852]
GranuleCell[228]	GranuleCell[224]	Exp2Syn[2023]
GranuleCell[228]	GranuleCell[230]	Exp2Syn[2078]
GranuleCell[228]	GranuleCell[204]	Exp2Syn[1843]
GranuleCell[228]	GranuleCell[207]	Exp2Syn[1870]
GranuleCell[228]	GranuleCell[196]	Exp2Syn[1771]
GranuleCell[228]	GranuleCell[221]	Exp2Syn[1996]
GranuleCell[228]	GranuleCell[212]	Exp2Syn[1915]
GranuleCell[228]	GranuleCell[208]	Exp2Syn[1879]
GranuleCell[228]	GranuleCell[220]	Exp2Syn[1987]
GranuleCell[228]	GranuleCell[178]	Exp2Syn[1609]
GranuleCell[229]	BasketCell[3]	Exp2Syn[4539]
GranuleCell[229]	MossyCell[7]	Exp2Syn[4698]
GranuleCell[229]	HIPPCell[3]	Exp2Syn[4852]
GranuleCell[229]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[229]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[229]	GranuleCell[185]	Exp2Syn[1672]
GranuleCell[229]	GranuleCell[265]	Exp2Syn[2393]
GranuleCell[229]	GranuleCell[266]	Exp2Syn[2402]
GranuleCell[229]	GranuleCell[213]	Exp2Syn[1924]
GranuleCell[229]	GranuleCell[196]	Exp2Syn[1771]
GranuleCell[229]	GranuleCell[264]	Exp2Syn[2384]
GranuleCell[229]	GranuleCell[277]	Exp2Syn[2501]
GranuleCell[229]	GranuleCell[278]	Exp2Syn[2510]
GranuleCell[229]	GranuleCell[253]	Exp2Syn[2285]
GranuleCell[229]	GranuleCell[239]	Exp2Syn[2159]
GranuleCell[230]	BasketCell[3]	Exp2Syn[4540]
GranuleCell[230]	MossyCell[7]	Exp2Syn[4696]
GranuleCell[230]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[230]	HIPPCell[4]	Exp2Syn[4860]
GranuleCell[230]	HIPPCell[1]	Exp2Syn[4837]
GranuleCell[230]	GranuleCell[229]	Exp2Syn[2068]
GranuleCell[230]	GranuleCell[208]	Exp2Syn[1879]
GranuleCell[230]	GranuleCell[227]	Exp2Syn[2050]
GranuleCell[230]	GranuleCell[211]	Exp2Syn[1906]
GranuleCell[230]	GranuleCell[260]	Exp2Syn[2348]
GranuleCell[230]	GranuleCell[235]	Exp2Syn[2123]
GranuleCell[230]	GranuleCell[262]	Exp2Syn[2366]
GranuleCell[230]	GranuleCell[278]	Exp2Syn[2510]
GranuleCell[230]	GranuleCell[212]	Exp2Syn[1915]
GranuleCell[230]	GranuleCell[217]	Exp2Syn[1960]
GranuleCell[231]	BasketCell[2]	Exp2Syn[4528]
GranuleCell[231]	MossyCell[7]	Exp2Syn[4698]
GranuleCell[231]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[231]	HIPPCell[3]	Exp2Syn[4854]
GranuleCell[231]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[231]	GranuleCell[237]	Exp2Syn[2141]
GranuleCell[231]	GranuleCell[246]	Exp2Syn[2222]
GranuleCell[231]	GranuleCell[191]	Exp2Syn[1726]
GranuleCell[231]	GranuleCell[226]	Exp2Syn[2041]
GranuleCell[231]	GranuleCell[255]	Exp2Syn[2303]
GranuleCell[231]	GranuleCell[223]	Exp2Syn[2014]
GranuleCell[231]	GranuleCell[232]	Exp2Syn[2096]
GranuleCell[231]	GranuleCell[182]	Exp2Syn[1645]
GranuleCell[231]	GranuleCell[234]	Exp2Syn[2114]
GranuleCell[231]	GranuleCell[268]	Exp2Syn[2420]
GranuleCell[232]	BasketCell[2]	Exp2Syn[4526]
GranuleCell[232]	MossyCell[6]	Exp2Syn[4680]
GranuleCell[232]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[232]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[232]	HIPPCell[1]	Exp2Syn[4837]
GranuleCell[232]	GranuleCell[187]	Exp2Syn[1690]
GranuleCell[232]	GranuleCell[245]	Exp2Syn[2213]
GranuleCell[232]	GranuleCell[252]	Exp2Syn[2276]
GranuleCell[232]	GranuleCell[264]	Exp2Syn[2384]
GranuleCell[232]	GranuleCell[262]	Exp2Syn[2366]
GranuleCell[232]	GranuleCell[259]	Exp2Syn[2339]
GranuleCell[232]	GranuleCell[228]	Exp2Syn[2059]
GranuleCell[232]	GranuleCell[253]	Exp2Syn[2285]
GranuleCell[232]	GranuleCell[270]	Exp2Syn[2438]
GranuleCell[232]	GranuleCell[230]	Exp2Syn[2077]
GranuleCell[233]	BasketCell[2]	Exp2Syn[4529]
GranuleCell[233]	MossyCell[6]	Exp2Syn[4680]
GranuleCell[233]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[233]	HIPPCell[3]	Exp2Syn[4853]
GranuleCell[233]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[233]	GranuleCell[211]	Exp2Syn[1906]
GranuleCell[233]	GranuleCell[236]	Exp2Syn[2132]
GranuleCell[233]	GranuleCell[227]	Exp2Syn[2050]
GranuleCell[233]	GranuleCell[183]	Exp2Syn[1654]
GranuleCell[233]	GranuleCell[267]	Exp2Syn[2411]
GranuleCell[233]	GranuleCell[231]	Exp2Syn[2086]
GranuleCell[233]	GranuleCell[275]	Exp2Syn[2483]
GranuleCell[233]	GranuleCell[213]	Exp2Syn[1924]
GranuleCell[233]	GranuleCell[259]	Exp2Syn[2339]
GranuleCell[233]	GranuleCell[212]	Exp2Syn[1915]
GranuleCell[234]	BasketCell[2]	Exp2Syn[4527]
GranuleCell[234]	MossyCell[6]	Exp2Syn[4679]
GranuleCell[234]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[234]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[234]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[234]	GranuleCell[256]	Exp2Syn[2312]
GranuleCell[234]	GranuleCell[225]	Exp2Syn[2032]
GranuleCell[234]	GranuleCell[191]	Exp2Syn[1726]
GranuleCell[234]	GranuleCell[281]	Exp2Syn[2537]
GranuleCell[234]	GranuleCell[231]	Exp2Syn[2086]
GranuleCell[234]	GranuleCell[261]	Exp2Syn[2357]
GranuleCell[234]	GranuleCell[259]	Exp2Syn[2339]
GranuleCell[234]	GranuleCell[188]	Exp2Syn[1699]
GranuleCell[234]	GranuleCell[237]	Exp2Syn[2141]
GranuleCell[234]	GranuleCell[250]	Exp2Syn[2258]
GranuleCell[235]	BasketCell[1]	Exp2Syn[4514]
GranuleCell[235]	MossyCell[6]	Exp2Syn[4681]
GranuleCell[235]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[235]	HIPPCell[0]	Exp2Syn[4827]
GranuleCell[235]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[235]	GranuleCell[269]	Exp2Syn[2429]
GranuleCell[235]	GranuleCell[239]	Exp2Syn[2159]
GranuleCell[235]	GranuleCell[189]	Exp2Syn[1708]
GranuleCell[235]	GranuleCell[202]	Exp2Syn[1825]
GranuleCell[235]	GranuleCell[228]	Exp2Syn[2059]
GranuleCell[235]	GranuleCell[273]	Exp2Syn[2465]
GranuleCell[235]	GranuleCell[198]	Exp2Syn[1789]
GranuleCell[235]	GranuleCell[264]	Exp2Syn[2384]
GranuleCell[235]	GranuleCell[197]	Exp2Syn[1780]
GranuleCell[235]	GranuleCell[199]	Exp2Syn[1798]
GranuleCell[236]	BasketCell[1]	Exp2Syn[4517]
GranuleCell[236]	MossyCell[7]	Exp2Syn[4696]
GranuleCell[236]	HIPPCell[4]	Exp2Syn[4860]
GranuleCell[236]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[236]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[236]	GranuleCell[259]	Exp2Syn[2339]
GranuleCell[236]	GranuleCell[244]	Exp2Syn[2204]
GranuleCell[236]	GranuleCell[256]	Exp2Syn[2312]
GranuleCell[236]	GranuleCell[266]	Exp2Syn[2402]
GranuleCell[236]	GranuleCell[189]	Exp2Syn[1708]
GranuleCell[236]	GranuleCell[273]	Exp2Syn[2465]
GranuleCell[236]	GranuleCell[211]	Exp2Syn[1906]
GranuleCell[236]	GranuleCell[192]	Exp2Syn[1735]
GranuleCell[236]	GranuleCell[265]	Exp2Syn[2393]
GranuleCell[236]	GranuleCell[248]	Exp2Syn[2240]
GranuleCell[237]	BasketCell[1]	Exp2Syn[4514]
GranuleCell[237]	MossyCell[6]	Exp2Syn[4680]
GranuleCell[237]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[237]	HIPPCell[0]	Exp2Syn[4827]
GranuleCell[237]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[237]	GranuleCell[267]	Exp2Syn[2411]
GranuleCell[237]	GranuleCell[209]	Exp2Syn[1888]
GranuleCell[237]	GranuleCell[269]	Exp2Syn[2429]
GranuleCell[237]	GranuleCell[264]	Exp2Syn[2384]
GranuleCell[237]	GranuleCell[272]	Exp2Syn[2456]
GranuleCell[237]	GranuleCell[254]	Exp2Syn[2294]
GranuleCell[237]	GranuleCell[270]	Exp2Syn[2438]
GranuleCell[237]	GranuleCell[238]	Exp2Syn[2150]
GranuleCell[237]	GranuleCell[262]	Exp2Syn[2366]
GranuleCell[237]	GranuleCell[196]	Exp2Syn[1771]
GranuleCell[238]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[238]	MossyCell[8]	Exp2Syn[4714]
GranuleCell[238]	HIPPCell[0]	Exp2Syn[4830]
GranuleCell[238]	HIPPCell[4]	Exp2Syn[4861]
GranuleCell[238]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[238]	GranuleCell[261]	Exp2Syn[2357]
GranuleCell[238]	GranuleCell[275]	Exp2Syn[2483]
GranuleCell[238]	GranuleCell[220]	Exp2Syn[1987]
GranuleCell[238]	GranuleCell[259]	Exp2Syn[2339]
GranuleCell[238]	GranuleCell[281]	Exp2Syn[2537]
GranuleCell[238]	GranuleCell[279]	Exp2Syn[2519]
GranuleCell[238]	GranuleCell[214]	Exp2Syn[1933]
GranuleCell[238]	GranuleCell[210]	Exp2Syn[1897]
GranuleCell[238]	GranuleCell[277]	Exp2Syn[2501]
GranuleCell[238]	GranuleCell[201]	Exp2Syn[1816]
GranuleCell[239]	BasketCell[2]	Exp2Syn[4528]
GranuleCell[239]	MossyCell[8]	Exp2Syn[4715]
GranuleCell[239]	HIPPCell[0]	Exp2Syn[4829]
GranuleCell[239]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[239]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[239]	GranuleCell[249]	Exp2Syn[2249]
GranuleCell[239]	GranuleCell[287]	Exp2Syn[2591]
GranuleCell[239]	GranuleCell[251]	Exp2Syn[2267]
GranuleCell[239]	GranuleCell[211]	Exp2Syn[1906]
GranuleCell[239]	GranuleCell[263]	Exp2Syn[2375]
GranuleCell[239]	GranuleCell[284]	Exp2Syn[2564]
GranuleCell[239]	GranuleCell[277]	Exp2Syn[2501]
GranuleCell[239]	GranuleCell[272]	Exp2Syn[2456]
GranuleCell[239]	GranuleCell[236]	Exp2Syn[2131]
GranuleCell[239]	GranuleCell[197]	Exp2Syn[1780]
GranuleCell[240]	BasketCell[1]	Exp2Syn[4516]
GranuleCell[240]	MossyCell[6]	Exp2Syn[4681]
GranuleCell[240]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[240]	HIPPCell[0]	Exp2Syn[4830]
GranuleCell[240]	HIPPCell[3]	Exp2Syn[4852]
GranuleCell[240]	GranuleCell[261]	Exp2Syn[2357]
GranuleCell[240]	GranuleCell[235]	Exp2Syn[2122]
GranuleCell[240]	GranuleCell[276]	Exp2Syn[2492]
GranuleCell[240]	GranuleCell[198]	Exp2Syn[1789]
GranuleCell[240]	GranuleCell[191]	Exp2Syn[1726]
GranuleCell[240]	GranuleCell[258]	Exp2Syn[2330]
GranuleCell[240]	GranuleCell[283]	Exp2Syn[2555]
GranuleCell[240]	GranuleCell[206]	Exp2Syn[1861]
GranuleCell[240]	GranuleCell[272]	Exp2Syn[2456]
GranuleCell[240]	GranuleCell[249]	Exp2Syn[2249]
GranuleCell[241]	BasketCell[3]	Exp2Syn[4539]
GranuleCell[241]	MossyCell[8]	Exp2Syn[4713]
GranuleCell[241]	HIPPCell[3]	Exp2Syn[4852]
GranuleCell[241]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[241]	HIPPCell[0]	Exp2Syn[4827]
GranuleCell[241]	GranuleCell[197]	Exp2Syn[1780]
GranuleCell[241]	GranuleCell[284]	Exp2Syn[2564]
GranuleCell[241]	GranuleCell[243]	Exp2Syn[2195]
GranuleCell[241]	GranuleCell[245]	Exp2Syn[2213]
GranuleCell[241]	GranuleCell[201]	Exp2Syn[1816]
GranuleCell[241]	GranuleCell[265]	Exp2Syn[2393]
GranuleCell[241]	GranuleCell[231]	Exp2Syn[2086]
GranuleCell[241]	GranuleCell[220]	Exp2Syn[1987]
GranuleCell[241]	GranuleCell[222]	Exp2Syn[2005]
GranuleCell[241]	GranuleCell[288]	Exp2Syn[2600]
GranuleCell[242]	BasketCell[3]	Exp2Syn[4541]
GranuleCell[242]	MossyCell[8]	Exp2Syn[4714]
GranuleCell[242]	HIPPCell[0]	Exp2Syn[4829]
GranuleCell[242]	HIPPCell[1]	Exp2Syn[4837]
GranuleCell[242]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[242]	GranuleCell[287]	Exp2Syn[2591]
GranuleCell[242]	GranuleCell[284]	Exp2Syn[2564]
GranuleCell[242]	GranuleCell[220]	Exp2Syn[1987]
GranuleCell[242]	GranuleCell[237]	Exp2Syn[2140]
GranuleCell[242]	GranuleCell[215]	Exp2Syn[1942]
GranuleCell[242]	GranuleCell[242]	Exp2Syn[2185]
GranuleCell[242]	GranuleCell[202]	Exp2Syn[1825]
GranuleCell[242]	GranuleCell[233]	Exp2Syn[2104]
GranuleCell[242]	GranuleCell[247]	Exp2Syn[2231]
GranuleCell[242]	GranuleCell[288]	Exp2Syn[2600]
GranuleCell[243]	BasketCell[1]	Exp2Syn[4517]
GranuleCell[243]	MossyCell[7]	Exp2Syn[4698]
GranuleCell[243]	HIPPCell[3]	Exp2Syn[4854]
GranuleCell[243]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[243]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[243]	GranuleCell[211]	Exp2Syn[1906]
GranuleCell[243]	GranuleCell[220]	Exp2Syn[1987]
GranuleCell[243]	GranuleCell[246]	Exp2Syn[2222]
GranuleCell[243]	GranuleCell[209]	Exp2Syn[1888]
GranuleCell[243]	GranuleCell[241]	Exp2Syn[2176]
GranuleCell[243]	GranuleCell[233]	Exp2Syn[2104]
GranuleCell[243]	GranuleCell[204]	Exp2Syn[1843]
GranuleCell[243]	GranuleCell[236]	Exp2Syn[2131]
GranuleCell[243]	GranuleCell[240]	Exp2Syn[2167]
GranuleCell[243]	GranuleCell[242]	Exp2Syn[2185]
GranuleCell[244]	BasketCell[3]	Exp2Syn[4540]
GranuleCell[244]	MossyCell[7]	Exp2Syn[4697]
GranuleCell[244]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[244]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[244]	HIPPCell[3]	Exp2Syn[4852]
GranuleCell[244]	GranuleCell[287]	Exp2Syn[2591]
GranuleCell[244]	GranuleCell[231]	Exp2Syn[2086]
GranuleCell[244]	GranuleCell[213]	Exp2Syn[1924]
GranuleCell[244]	GranuleCell[234]	Exp2Syn[2113]
GranuleCell[244]	GranuleCell[241]	Exp2Syn[2176]
GranuleCell[244]	GranuleCell[251]	Exp2Syn[2267]
GranuleCell[244]	GranuleCell[201]	Exp2Syn[1816]
GranuleCell[244]	GranuleCell[219]	Exp2Syn[1978]
GranuleCell[244]	GranuleCell[257]	Exp2Syn[2321]
GranuleCell[244]	GranuleCell[256]	Exp2Syn[2312]
GranuleCell[245]	BasketCell[3]	Exp2Syn[4541]
GranuleCell[245]	MossyCell[6]	Exp2Syn[4678]
GranuleCell[245]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[245]	HIPPCell[3]	Exp2Syn[4851]
GranuleCell[245]	HIPPCell[0]	Exp2Syn[4829]
GranuleCell[245]	GranuleCell[260]	Exp2Syn[2348]
GranuleCell[245]	GranuleCell[210]	Exp2Syn[1897]
GranuleCell[245]	GranuleCell[206]	Exp2Syn[1861]
GranuleCell[245]	GranuleCell[225]	Exp2Syn[2032]
GranuleCell[245]	GranuleCell[240]	Exp2Syn[2167]
GranuleCell[245]	GranuleCell[231]	Exp2Syn[2086]
GranuleCell[245]	GranuleCell[228]	Exp2Syn[2059]
GranuleCell[245]	GranuleCell[239]	Exp2Syn[2158]
GranuleCell[245]	GranuleCell[262]	Exp2Syn[2366]
GranuleCell[245]	GranuleCell[197]	Exp2Syn[1780]
GranuleCell[246]	BasketCell[2]	Exp2Syn[4526]
GranuleCell[246]	MossyCell[7]	Exp2Syn[4698]
GranuleCell[246]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[246]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[246]	HIPPCell[0]	Exp2Syn[4830]
GranuleCell[246]	GranuleCell[281]	Exp2Syn[2537]
GranuleCell[246]	GranuleCell[205]	Exp2Syn[1852]
GranuleCell[246]	GranuleCell[283]	Exp2Syn[2555]
GranuleCell[246]	GranuleCell[243]	Exp2Syn[2194]
GranuleCell[246]	GranuleCell[286]	Exp2Syn[2582]
GranuleCell[246]	GranuleCell[268]	Exp2Syn[2420]
GranuleCell[246]	GranuleCell[224]	Exp2Syn[2023]
GranuleCell[246]	GranuleCell[250]	Exp2Syn[2258]
GranuleCell[246]	GranuleCell[226]	Exp2Syn[2041]
GranuleCell[246]	GranuleCell[238]	Exp2Syn[2149]
GranuleCell[247]	BasketCell[2]	Exp2Syn[4527]
GranuleCell[247]	MossyCell[6]	Exp2Syn[4680]
GranuleCell[247]	HIPPCell[4]	Exp2Syn[4860]
GranuleCell[247]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[247]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[247]	GranuleCell[203]	Exp2Syn[1834]
GranuleCell[247]	GranuleCell[206]	Exp2Syn[1861]
GranuleCell[247]	GranuleCell[296]	Exp2Syn[2672]
GranuleCell[247]	GranuleCell[204]	Exp2Syn[1843]
GranuleCell[247]	GranuleCell[292]	Exp2Syn[2636]
GranuleCell[247]	GranuleCell[288]	Exp2Syn[2600]
GranuleCell[247]	GranuleCell[280]	Exp2Syn[2528]
GranuleCell[247]	GranuleCell[223]	Exp2Syn[2014]
GranuleCell[247]	GranuleCell[286]	Exp2Syn[2582]
GranuleCell[247]	GranuleCell[297]	Exp2Syn[2681]
GranuleCell[248]	BasketCell[1]	Exp2Syn[4514]
GranuleCell[248]	MossyCell[7]	Exp2Syn[4695]
GranuleCell[248]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[248]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[248]	HIPPCell[0]	Exp2Syn[4830]
GranuleCell[248]	GranuleCell[252]	Exp2Syn[2276]
GranuleCell[248]	GranuleCell[285]	Exp2Syn[2573]
GranuleCell[248]	GranuleCell[266]	Exp2Syn[2402]
GranuleCell[248]	GranuleCell[260]	Exp2Syn[2348]
GranuleCell[248]	GranuleCell[247]	Exp2Syn[2230]
GranuleCell[248]	GranuleCell[268]	Exp2Syn[2420]
GranuleCell[248]	GranuleCell[212]	Exp2Syn[1915]
GranuleCell[248]	GranuleCell[257]	Exp2Syn[2321]
GranuleCell[248]	GranuleCell[226]	Exp2Syn[2041]
GranuleCell[248]	GranuleCell[288]	Exp2Syn[2600]
GranuleCell[249]	BasketCell[2]	Exp2Syn[4526]
GranuleCell[249]	MossyCell[7]	Exp2Syn[4695]
GranuleCell[249]	HIPPCell[4]	Exp2Syn[4862]
GranuleCell[249]	HIPPCell[3]	Exp2Syn[4854]
GranuleCell[249]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[249]	GranuleCell[233]	Exp2Syn[2104]
GranuleCell[249]	GranuleCell[222]	Exp2Syn[2005]
GranuleCell[249]	GranuleCell[265]	Exp2Syn[2393]
GranuleCell[249]	GranuleCell[199]	Exp2Syn[1798]
GranuleCell[249]	GranuleCell[289]	Exp2Syn[2609]
GranuleCell[249]	GranuleCell[218]	Exp2Syn[1969]
GranuleCell[249]	GranuleCell[268]	Exp2Syn[2420]
GranuleCell[249]	GranuleCell[261]	Exp2Syn[2357]
GranuleCell[249]	GranuleCell[279]	Exp2Syn[2519]
GranuleCell[249]	GranuleCell[290]	Exp2Syn[2618]
GranuleCell[250]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[250]	MossyCell[8]	Exp2Syn[4714]
GranuleCell[250]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[250]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[250]	HIPPCell[3]	Exp2Syn[4853]
GranuleCell[250]	GranuleCell[258]	Exp2Syn[2330]
GranuleCell[250]	GranuleCell[256]	Exp2Syn[2312]
GranuleCell[250]	GranuleCell[272]	Exp2Syn[2456]
GranuleCell[250]	GranuleCell[280]	Exp2Syn[2528]
GranuleCell[250]	GranuleCell[261]	Exp2Syn[2357]
GranuleCell[250]	GranuleCell[269]	Exp2Syn[2429]
GranuleCell[250]	GranuleCell[268]	Exp2Syn[2420]
GranuleCell[250]	GranuleCell[262]	Exp2Syn[2366]
GranuleCell[250]	GranuleCell[281]	Exp2Syn[2537]
GranuleCell[250]	GranuleCell[240]	Exp2Syn[2167]
GranuleCell[251]	BasketCell[2]	Exp2Syn[4528]
GranuleCell[251]	MossyCell[8]	Exp2Syn[4715]
GranuleCell[251]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[251]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[251]	HIPPCell[3]	Exp2Syn[4851]
GranuleCell[251]	GranuleCell[230]	Exp2Syn[2077]
GranuleCell[251]	GranuleCell[217]	Exp2Syn[1960]
GranuleCell[251]	GranuleCell[272]	Exp2Syn[2456]
GranuleCell[251]	GranuleCell[270]	Exp2Syn[2438]
GranuleCell[251]	GranuleCell[241]	Exp2Syn[2176]
GranuleCell[251]	GranuleCell[268]	Exp2Syn[2420]
GranuleCell[251]	GranuleCell[226]	Exp2Syn[2041]
GranuleCell[251]	GranuleCell[216]	Exp2Syn[1951]
GranuleCell[251]	GranuleCell[227]	Exp2Syn[2050]
GranuleCell[251]	GranuleCell[287]	Exp2Syn[2591]
GranuleCell[252]	BasketCell[3]	Exp2Syn[4540]
GranuleCell[252]	MossyCell[8]	Exp2Syn[4713]
GranuleCell[252]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[252]	HIPPCell[3]	Exp2Syn[4853]
GranuleCell[252]	HIPPCell[5]	Exp2Syn[4867]
GranuleCell[252]	GranuleCell[234]	Exp2Syn[2113]
GranuleCell[252]	GranuleCell[228]	Exp2Syn[2059]
GranuleCell[252]	GranuleCell[290]	Exp2Syn[2618]
GranuleCell[252]	GranuleCell[241]	Exp2Syn[2176]
GranuleCell[252]	GranuleCell[281]	Exp2Syn[2537]
GranuleCell[252]	GranuleCell[248]	Exp2Syn[2239]
GranuleCell[252]	GranuleCell[279]	Exp2Syn[2519]
GranuleCell[252]	GranuleCell[253]	Exp2Syn[2285]
GranuleCell[252]	GranuleCell[254]	Exp2Syn[2294]
GranuleCell[252]	GranuleCell[212]	Exp2Syn[1915]
GranuleCell[253]	BasketCell[4]	Exp2Syn[4552]
GranuleCell[253]	MossyCell[6]	Exp2Syn[4681]
GranuleCell[253]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[253]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[253]	HIPPCell[3]	Exp2Syn[4851]
GranuleCell[253]	GranuleCell[261]	Exp2Syn[2357]
GranuleCell[253]	GranuleCell[286]	Exp2Syn[2582]
GranuleCell[253]	GranuleCell[273]	Exp2Syn[2465]
GranuleCell[253]	GranuleCell[203]	Exp2Syn[1834]
GranuleCell[253]	GranuleCell[214]	Exp2Syn[1933]
GranuleCell[253]	GranuleCell[297]	Exp2Syn[2681]
GranuleCell[253]	GranuleCell[268]	Exp2Syn[2420]
GranuleCell[253]	GranuleCell[292]	Exp2Syn[2636]
GranuleCell[253]	GranuleCell[253]	Exp2Syn[2285]
GranuleCell[253]	GranuleCell[218]	Exp2Syn[1969]
GranuleCell[254]	BasketCell[4]	Exp2Syn[4552]
GranuleCell[254]	MossyCell[6]	Exp2Syn[4679]
GranuleCell[254]	HIPPCell[2]	Exp2Syn[4844]
